ID,Species,Temp,Rate,units,Conditions,Source.,source.name
20,Quercus pubescens,35,71,rubisco activation state (%),Normal conditions ,"Haldimann and Feller, 2004","Inhibition of photosynthesis by high temperature in oak (Quercus pubescens L.) leaves grown under natural conditions closely correlates with a reversible heat-dependent reduction of the activation state of ribulose-1,5-bisphosphate carboxylase/oxygenase"
20,Quercus pubescens,40,60,rubisco activation state (%),Normal conditions ,"Haldimann and Feller, 2004","Inhibition of photosynthesis by high temperature in oak (Quercus pubescens L.) leaves grown under natural conditions closely correlates with a reversible heat-dependent reduction of the activation state of ribulose-1,5-bisphosphate carboxylase/oxygenase"
20,Quercus pubescens,45,30,rubisco activation state (%),Normal conditions ,"Haldimann and Feller, 2004","Inhibition of photosynthesis by high temperature in oak (Quercus pubescens L.) leaves grown under natural conditions closely correlates with a reversible heat-dependent reduction of the activation state of ribulose-1,5-bisphosphate carboxylase/oxygenase"
21,Triticum aestivum,25,100,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,30,91,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,32.5,90,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,35,72,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,37.5,48,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,40,30,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
21,Triticum aestivum,42,0,relative rubisco activity (%),rapid heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,25,100,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,30,100,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,32.5,90,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,35,80,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,37.5,63,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,40,50,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,42.5,24,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
22,Triticum aestivum,45,0,relative rubisco activity (%),gradual heat acclimation ,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
23,Oryza meridionalis,20,66,rubisco activation %,,"Scarfaro et al., 2012","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
23,Oryza meridionalis,25,62,rubisco activation %,,"Scarfaro et al., 2012",  Rubisco activity is associated with photosynthetic thermotolerance in a wild rice (Oryza meridionalis)
23,Oryza meridionalis,30,58,rubisco activation %,,"Scarfaro et al., 2012",  Rubisco activity is associated with photosynthetic thermotolerance in a wild rice (Oryza meridionalis)
23,Oryza meridionalis,35,68,rubisco activation %,,"Scarfaro et al., 2012",  Rubisco activity is associated with photosynthetic thermotolerance in a wild rice (Oryza meridionalis)
23,Oryza meridionalis,42,52,rubisco activation %,,"Scarfaro et al., 2012",  Rubisco activity is associated with photosynthetic thermotolerance in a wild rice (Oryza meridionalis)
24,Oryza australiensis,25,0.26,fraction of sites activated ,RCA-Beta isoform at 0.96 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
24,Oryza australiensis,30,0.33,fraction of sites activated ,RCA-Beta isoform at 0.96 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
24,Oryza australiensis,34,0.34,fraction of sites activated ,RCA-Beta isoform at 0.96 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
24,Oryza australiensis,38,0.24,fraction of sites activated ,RCA-Beta isoform at 0.96 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
24,Oryza australiensis,42,0.16,fraction of sites activated ,RCA-Beta isoform at 0.96 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,25,0.11,fraction of sites activated ,RCA-Beta isoform at 0.49 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,30,0.16,fraction of sites activated ,RCA-Beta isoform at 0.49 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,34,0.18,fraction of sites activated ,RCA-Beta isoform at 0.49 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,38,0.15,fraction of sites activated ,RCA-Beta isoform at 0.49 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,42,0.13,fraction of sites activated ,RCA-Beta isoform at 0.49 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
25,Oryza australiensis,42,0.06,fraction of sites activated ,RCA-Beta isoform at 0.24 mg/ml,"Scarfaro et al., 2016",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
26,Nicotiana rusticum,25,2.5,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Heat tolerance in a wild Oryza species is attributed to maintenance of Rubisco activation by a thermally stable Rubisco activase ortholog
26,Nicotiana rusticum,30,3.2,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO2
26,Nicotiana rusticum,35,4.4,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO3
26,Nicotiana rusticum,40,5.1,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO4
26,Nicotiana rusticum,42,6,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO5
26,Nicotiana rusticum,45,4.9,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO6
26,Nicotiana rusticum,47,1.6,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO7
26,Nicotiana rusticum,50,1.5,rubisco activity U mg protein-1,,"Crafts-Brandner and Salvucci, 2000",Rubisco activase constrains the photosynthetic potential of leaves at high temperature and CO8
27,Nicotiana rusticum,5,0,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,10,0.2,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,15,0.25,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,20,0.8,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,28,1.5,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,37,2.8,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,40,3,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,44,3.2,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,48,0.1,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
27,Nicotiana rusticum,60,0,rubisco activity U mg protein-1,Greenhouse 28/24C grown ,"Salvucci et al., 2001",Exceptional sensitivity of rubisco activase to thermal denaturation in vitro and in vivo
28,Medicago sativa,5,18,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
28,Medicago sativa,10,70,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
28,Medicago sativa,20,76,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
28,Medicago sativa,25,96,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
28,Medicago sativa,30,82,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
28,Medicago sativa,35,14,rubisco activity umol m-2 s-1,,"Zaka et al., 2016",Intraspecific variation in thermal acclimation of photosynthesis across a range of temperatures in a perennial crop
29,Gossypium barbadense,30,0.98,rubisco activation,Greenhouse-32°/26° day/night temperatures,"Schrader et al., 2004",Thylakoid membrane responses to moderately high leaf temperature in Pima cotton
29,Gossypium barbadense,39,0.9,rubisco activation,Greenhouse-32°/26° day/night temperatures,"Schrader et al., 2004",Thylakoid membrane responses to moderately high leaf temperature in Pima cotton
29,Gossypium barbadense,42,0.7,rubisco activation,Greenhouse-32°/26° day/night temperatures,"Schrader et al., 2004",Thylakoid membrane responses to moderately high leaf temperature in Pima cotton
29,Gossypium barbadense,45,0.58,rubisco activation,Greenhouse-32°/26° day/night temperatures,"Schrader et al., 2004",Thylakoid membrane responses to moderately high leaf temperature in Pima cotton
30,Nicotiana tabacum,15,78,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
30,Nicotiana tabacum,20,80,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
30,Nicotiana tabacum,25,81,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
30,Nicotiana tabacum,30,78,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
30,Nicotiana tabacum,35,70,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
30,Nicotiana tabacum,40,64,rubisco activation %,20C grown- Wild type ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,15,72,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,20,73,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,25,76,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,30,72,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,35,68,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
31,Nicotiana tabacum,40,62,rubisco activation %,30C-grown Wildd Type,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,15,54,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,20,55,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,25,55,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,30,50,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,35,44,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
32,Nicotiana tabacum,40,38,rubisco activation %,20C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,15,74,rubisco activation %,20C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,20,78,rubisco activation %,20C grown- Intermediaterubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,25,76,rubisco activation %,20C grown- Intermediaterubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,30,70,rubisco activation %,20C grown- Intermediaterubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,35,59,rubisco activation %,20C grown- Intermediaterubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
33,Nicotiana tabacum,40,50,rubisco activation %,20C grown- Intermediaterubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,15,52,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,20,51,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,25,49,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,30,46,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,35,42,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
34,Nicotiana tabacum,40,39,rubisco activation %,30C grown- Low rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,15,70,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,20,70,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,25,71,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,30,68,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,35,62,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
35,Nicotiana tabacum,40,56,rubisco activation %,30C grown- Intermediate rubisco activate content ,"Yamori and von Caemmerer, 2009",Effect of Rubisco Activase Deficiency on the Temperature Response of CO2 Assimilation Rate and Rubisco Activation State: Insights from Transgenic Tobacco with Reduced Amounts of Rubisco Activase
36,Hordeum vulgare,15,70,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
36,Hordeum vulgare,20,100,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
36,Hordeum vulgare,25,145,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
36,Hordeum vulgare,30,195,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
36,Hordeum vulgare,35,152,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
37,Hordeum vulgare,15,50,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
37,Hordeum vulgare,20,80,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
37,Hordeum vulgare,25,120,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
37,Hordeum vulgare,30,175,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
37,Hordeum vulgare,35,210,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
38,Brassica Rapa,15,55,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
38,Brassica Rapa,20,95,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
38,Brassica Rapa,25,140,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
38,Brassica Rapa,30,175,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
38,Brassica Rapa,35,170,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
39,Brassica Rapa,15,35,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
39,Brassica Rapa,20,55,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
39,Brassica Rapa,25,80,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
39,Brassica Rapa,30,125,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
39,Brassica Rapa,35,140,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
